Q37
"We are interested in how your experiences in Fall 2020 differed from the Spring of 2020 with teaching your physics class online. Feel free to describe anything you learned for Fall 2020 about transitioning the class, any lessons you have learned and anything you think we should understand."
I had to work harder on making social connections with students.
"I usually teach face-to-face SCALE-UP.  So one of my primary goals was to have students do as many (virtual) lab exercises as possible.  So I adopted iOLab, Pivot Interactives and PhET simulations.  I'll bring a lot of that back to my face-to-face classrooms to supplement the labs I usually do.  I also broke my 63-student class into quarters and had each quarter work with a single one of my assistant instructors (three graduate TA's and one undergraduate learning assistant) for the entire semester in an attempt to build relationships between students and assistant instructors.  I will also bring that strategy back into my face-to-face classroom."
Our institution pivoted to 100% online in one week in March 2020.  I was very impressed with my colleagues and learned a lot from them.  I used what I learned in the spring semester to comfortably teach online in the fall.
"I could plan ahead for online teaching, so I could address the shortcomings of this teaching mode by shifting learning modes and expectations. "
Students need time to interact with each other. The more you get out of the way the better. It needs to be forced at least in the beginning.
"In face to face teaching, my course used active learning where students would work together, in fairly close proximity to solve and present problems (so that they could explain their work to their peers).  Inevitably in face-to-face there would be cross-talk between student groups at the same table.  In teaching online I used Zoom breakout rooms which are completely separate, which killed all of that useful eavesdropping.  Student engagement was uneven to say the least, some students just wouldn't interact or unmute, and it was impossible for me as the instructor to assist unless groups asked for help.  Some groups wouldn't work together at all, and left before the end of class or completing the in-class work.  For substituting for their in class presentations, each group had to film a video of them going through their solution, which was a ton more grading.  There was a lab component for this course which was done with iOlab devices augmented with some simulations.  I made that asynchronous and every single issue of using computer data acquisition that we would have had in class, we had with individuals.  Comparing learning gains from a year ago (100% face-to-face) to this fall (100% virtual) showed a decrease in learning gains, though not a huge margin.  This might have been easier with a far smaller class, even though I had the assistance of 3 TAs and an LA, there were still 13 groups of 4-5 students."
"Most of my teaching strategies were gauged for in-person and real-time feedback about student learning, mainly through in-class questions with Learning Catalytics. In the COVID-19 times, asynchronous learning must always be an option. That shifted much of my strategy and only about 1/3 to 1/2 of the class was interested in engaging synchronously with the course material."
"My class is an active learning, group work based class - there are no lectures. Instructors and undergrad learning assistants work with small groups on activities followed by entire class discussions. We moved the in person version of this online using Zoom and break out rooms. We mostly kept the same activities and content, but overall went slower and had to cut here and there.

1) We observed far more heterogeneity of student situations and ability to participate effectively. 
2) Our students are missing technology that could help greatly with online synchronous group work - tablet + stylus gear. The students with that gear seemed to participate much better.
3) Our final exam scores for both spring and fall did NOT correlate as expected with semester performance or other grades. The value of the exams was questionable.
4) While we assigned regular grades, I wonder what they mean compared to usual. I don't think they carry the meaning the usually do.
5) Everything online was slower than in person - more friction. All progress was slower. 
6) Lab components were very difficult to implement online.
7) While student attendance was high, participation was much lower than usual. "
"I applied many of the things we as a department learned from Spring 2020 to my fall 2020 courses. We were able to leverage a large number of things and shared new ideas amongst those of us teaching the same courses. When one of us would learn how to do something new, we shared it with others in the department."
"In the Fall I was teaching an introductory lab-based course that is normally taught ""studio-style.""  There was a huge adjustment trying to encourage active learning via Zoom."
We already had a premade video of the labs to be used. We also offered an online only version of the lab however much improvement is needed for that. I believe we need to provide students the necessary materials to do a lab at home and also give better instructions that are more clear. 
"I taught several introductory physics mechanics labs online in the fall.  The biggest problem I found was that several students obviously doctored their results to match expectations.  I don't know a good way to stop such cheating, or what to do about it when I suspect it.   "
"Instead of exams, I either have group projects or have the students make YouTube videos explaining solutions to problems, derivations or concepts to peers at other institutions. It works better to gauge understanding if they can explain solutions rather than writing them down in a timed format."
"Spring 2020 was spent in triage mode - trying out small variations till something worked reasonably well. Since then, Zoom has added features, and I have had the opportunity to learn from others how to engage students better. While most of the students were very happy with the level of engagement in Fall 2020, it still remains a challenge for some. It is hard to figure out how to modify in-class activities without spending excessive time on everything associated with running - everyone is tired of the excess amount of time everything takes. Finding the right balance between activities to check-in with students during synchronous sessions and having time for instruction without expecting them to spend excessive time to prep outside of class - findign this balance is the challenge most instructors face."
I had to rely totally on Zoom.
"* Note: After designing a fully online series I’ve came to the conclusion that almost everything on this list is just as relevant to your face-to-face (f2f) classes. I did not add a number of things, like backward design or the importance of metacognition, which I think would be considered already a best practice in f2f classes. If I added something like that here, I tried to highlight what about that practice is implemented different or more important in the online setting. 



Effective Practices

1.	Flexibility
"Spring 2020 (face-to-face, except for the last 3 weeks due to COVID shutdown when I taught online) I taught the same large class as in Fall 2020 (hybrid class).  Teaching hybrid is hard.  I had to always be consciously aware of what both audiences were experiencing and could not do the same demos and interactions that I would normally do (took too much time or there were hardware issues specific to my institution).  I initially felt it was not worth it but the second half of Fall 2020 I changed my mind and felt that the in person component of the hybrid class was critical for me and for the students.  I need a live audience.  Students who attended in person did better than those who attended online (I did a correlation analysis with their attendance style and their test scores).  My students were allowed to attend every other class but anyone could attend fully online if they chose to.  After a few weeks I realized I could allow anyone to attend live that wanted to since many chose to just attend online."
"In fall my 2nd year grad course was not so different than spring. However, now in winter (we are on quarter system) I'm teaching a 300 student lecture course with 7 TAs and online laboratories, etc, so I wish you had asked me about this one.  Anyway I'm learning a lot, about Canvas quizzes, gradescope, Zoom recordings, white boards, etc.  This one is very difficult."
"I was surprised by student response.  Initially students either prospered (most of them), or foundered (a few of them disappeared after the first day).   Perhaps because of my reaching out, fewer than I expected seemed to check out emotionally.  They continued to actively participate and enjoy working together.  
I was surprised when near the end a significant number of students with whom I felt a good connection simply quit, - not taking -or not doing well on the final.  They were simply done, and no encouragement nor new opportunities enticed them. This group of  students was on track to do better than they might have formerly done in one of my face-to-face classes.   But these A or B students dropped two full grades over the last module of the course.  They constituted perhaps 6 to 8% of the class."
"Teaching remotely is makes it more difficult than face-to-face for reaching out and keeping attention and contact with students that are disconnecting from the class. The hardest thing is therefore not to do what works in class, it is to address issues that show up, because they are harder to address. "
"I actually liked the way the spring class was set up (which reflected how it was taught it person), and adapted by fall class to the same format. The format was recorded/written lectures, and in-class worksheets."
The knowledge that we were going to teach online ahead of the start of term enabled me to set pieces in place to make the Fall 2020 semester run more smoothly than the Spring 2020 semester. I feel that I was in survival mode in the spring of 2020 and now things are moving along in a more predictable manner.
Vast majority of the students in my class felt learning Physics online was extremely difficult. I think online instruction can work quite well for upper level classes but not for introductory courses.
"I think teaching labs face-to-face provides a much better training and is quite safe with good masks, face shields, ventilation, and some distancing. Though masks make communication and sympathy with struggling students much harder..."
"The larger of my classes was the Classical Electrodynamics class, one of the core graduate classes. I chose to proceed as I had in the Spring: lecture from home using a large white board I had procured, streaming the lectures over zoom, and recording them and making the recordings available to the students. There was interaction, the students were comfortable asking questions. Although not as good as being face to face in a class, this worked quite well, the students were happy with it, and they did pretty well on the exams, so I would say it was a success. I do not think it was better than lecturing live, face to face, and as soon as we can I will return to that, although continuing to make recording of the lectures available to the students would be a good thing. Full disclosure, I am a research scientist is a facility on campus, and I am quite senior. I've been teaching because the physics department asked me to, and because I enjoy and value it. Teaching has absolutely no impact on my career path. "
"I had fewer students going through crises in Spring 2020.  In Fall 2020, 4/33 of my students and one of my TAs got COVID.  I had at least a partial daycare outage for about 1/3-1/2 of the time in Fall 2020.  Between mid-Aug - Thanksgiving, we had exactly two consecutive weeks when we had the same schedule in my family, due to holidays, quarantines, and child care outages.  Teaching was in triage mode.  In contrast, in Spring I had planned well and just had to adapt the plan.  The last month and a half of Spring 2020 was rough, but I at least started in a reasonable place.  I started Fall 2020 behind.  A lot of non-essentials got dropped.  I actually did better with technology in Spring 2020 because fully online is a lot easier than having to set up all of the technology to manage a hybrid classroom.  It also felt like Spring 2020 was more forgiving because we didn't expect it.  It felt like we should do better in Fall 2020, but I don't think I did."
Important to have someone else to answer chat questions in the zoom webinar format.
The only real difference was that S'20 started face-to-face & switched to remote in early March.
"I was too accommodating for students in different time zones for the synchronous part of my class (I taught the same class 3 times to accommodate students). In Spring 2021, all synchronous components of the course will be one set time."
"Spring 2020 was a mad dash to change midway through the semester. Fall 2020 was better in that the entire course could be coherently and consistently designed to be online (primarily synchronous, in my case). That said, Spring 2020 that the students and I had gotten to know each other over the first half of the semester. This Fall, I taught all first year students who had (1) never met me, (2) never met each other and (3) mostly never even been on campus! That made the connection and community building aspect of the course much more difficult.   "
I tried a few different approaches during that Fall 20 that differed from the Spring 20.  Some of those strategies I am discarding for Spring 21and trying some other new ideas.  Flexibility and willingness to adapt or discard is key.
"The experience/'growing pains' from transitioning online in the spring made it easier to adapt the entire course from the beginning in the fall. It was easier to clarify student expectations from the beginning, in contrast to being kind of ad hoc in the spring- student motivation was generally lower in the fall 2020 than in a typical semester. 

"
"Spring 2020 was a good warm-up for fall 2020. I used the spring to figure out how to teach online, and then it was pretty smooth when I went hybrid in the fall. But in both semesters I was teaching graduate courses. I will teach undergraduates this upcoming spring and am now investigating how to do a hybrid course with a very different audience."
Some changes are really good - recording classes and having more material available online outside of class time allows students to revisit or review material they missed.
"Online instruction impacts health (via ergonomics and social interactions, or lack thereof) and mental well being. This is not being recognized by academic institutions other than lip service."
Students are not doing as well in remote settings. That's the main thing. Also that the amount of time spent teaching and organizing is more for my remote class.
"Used more ""low value"" assignments to keep students engaged, tried with limited success to encourage more student questions; for some reason, fewer students chose synchronous participation in fall than previous spring"
"Students were much more critical of teaching and exhausted. It was difficult to get more than four or five of them do what they were asked (out of a hundred) in spite of reaching out and helping in a myriad of ways, large and small. All online exam proctoring options do not work at all. Still, students could not cope with standard exam questions although they almost certainly all cheated quite heavily."
Thanks for doing this!
"In the spring I had a personal relationship to students from the first half of the semester before transitioning, which made the interaction much more personal.  That relationship is very weak when teaching completely remotely, as videos (except mine) are normally off for bandwidth.

During the summer and fall I found that the testing is the most difficult aspect of class management.  After finding my final exams completely on CHEGG with solutions coming back during the 3 hour test, I completely changed my testing strategy.  I give more tests with half the time, which is difficult for a number of students.  This is contrary to my belief that physics problem solving is not a speed issue, but I could not find a viable solution at this level.  Still Respondus is only partially a solution - good cheaters need less than 10 minutes on CHEGG using another device such as a phone, if the problem is somewhat close to a standard problem.

"
Our institution has become much more accommodating about online and HyFkex teaching. I learned a lot (especially producing videos and moving to meaningful online exams) and embrace the new opportunities. Teaching Physics is as enjoyable as it has ever been.
"Spring was a scramble to have ANYTHING ready.  Fall we were able to take on board lessons learned from the spring.  

We conducted extensive focus groups with students and faculty at the end of the spring to help us all.  The results were analyzed, synthesized, summarized, and shared with the department."
"The biggest difference was that in Spring 2020 this was a second semester of a course sequence, so I taught all students face to face before and knew them and they knew me. I had excellent rapport with my students. The rest of the spring semester when we went online there was a sense of community and students were actually happy to be together, at least virtual. We all worked together to make the best of the situation.

I found it much harder to connect with the students I only knew from online instruction. Also the motivation of the students was lower in Fall 2020 and many seemed to have the intention of just ""checking the course off"" and having it done, rather then intending to actually learn. For example I had serious cheating issues in Fall 2020. 
I also had excellent academic support offered to my students using both TAs and PLAs as facilitators in study sessions. I found that only a small number of students made use of them (even though this small number did so every week)."
My course load was increased by one course 3 days before semester as a TA could not travel back to USA.This made my load way too much. I taught 2-3 zoom lectures most days. I felt used.
"The classes were very different. Spring was a algebra based survey, fall was inquiry based preservice teacher course. I had the hybrid option which I did not have in spring. "
"There was more time to plan, which made a lot of difference."
Our institution started online teaching in the Spring of 2020 so I had a little bit of experience before the Fall semester. Summer was a great time to adjust all my instruction materials and strategies for online teaching.
"Thanks to what I figured out in the last 2/3 of Spring semester, I was pretty confident about what I needed to do for Fall. I knew that I was going to use Teams for synchronous lectures for my large intro physics class (54 students) with Top Hat to check on student understanding and to give them some practice with questions. For recitations, I figured out how to divide them into groups so that they could interact while working out problem on paper with TA support. That worked quite well on Teams. I used my TAs to proctor (and record) exams in breakout rooms on Zoom (which allows you to see a gallery of students better). That turned out to be less stressful for the students and more reliable than ProctorTrack (which suddenly shut down for several weeks partway through the semester). As with our face to face classes, we used our LON-CAPA online homework system for homework and pre-class assignments (as usual). We used the Creative Commons Open Stax University Physics as the textbook, as we have done for a several years. For Labs, I created Teams courses for each lab section and put the TAs in control of their section. Labs were a mix of videos of me doing the lab (these required the students to make readings of scales themselves from the videos) and PhETs (for situations like DC circuits where watching me do it would not be rewarding). The generation of the lab videos (and making sure that the closed captions were correct and accurate) was a *large* time sink (I was teaching the only section). My 4 TAs were very helpful. "
Students suffer from lack of social interaction and study group formation in in-person lectures.
"For the question asking about what tools were used I only listed those that were new or significantly different - to coincide with the following question.

Everything on Zoom takes longer (than in person).

Hybrid (some people in-person with other remote) is awkward at best. It is particularly difficult to maintain inclusivity for those who are online (particularly if they don't have their cameras on).  I didn't get much practice, though, as the University switched to remote only after the first week.

Some revised activities are worth keeping post-pandemic."
"Easier in Fall because we could prepare for it.   On the other hand, I had a good personal rapport with students in Spring before we went remote, and it was not easy to build that relationship in Fall"
"I had much more time to prepare for Fall of 2020 and my courses were much better. However, I also had much higher expectations for myself. It was a huge amount of work to follow through with all those plans, and I found myself working until the wee hours of the night more often than I would like to admit.

Things were also more difficult because although my kids got to go to school occasionally, they often got sent home when they got sick or a classmate or a teacher did. Having to provide childcare during the day and teach is really difficult. This is part of why I made my classes largely asynchronous, so that I could work at night after my kids went to sleep (good golly I've been burning the midnight oil). 

My university has been having COVID related retrenchment talks. That is why my job suddenly feels less secure than it did last year. "
"I spent the summer tooling-up for remote teaching. The most important tool was a tablet device with a stylus and note-taking app, to use with Zoom, or in a recorded video, the way I would use a blackboard during class. Without that I was quite crippled during spring 2020 and had to just expect students to read (which most of them find distasteful). I also needed a better computer to run video recording/editing software, and I learned to make and edit videos of myself working on the tablet. I also spent time figuring out how to stage some demonstration videos. It took a while to figure out what video software I needed to acquire and learn to use, and then to learn to use it. For this I got some ""consulting"" help from the multimedia experts at my institution."
"In Spring 2020 I taught a large course (250 life science  students in two sections) on line, in Fall 2020 I taught a class of 30 majors on line, so the difference between the size of the classes and their engagement colors a lot of how I perceived my class in the Fall (even though on line).  I felt a much stronger engagement with the and connection to the students in the fall course."
Spring 2020 was much more difficult because we had to switch to on-line in the middle of semester. We had the whole summer to prepare for Fall. 
"Being able to teach in-person with streaming was much better than teaching all-online. The main benefit was the reduction in cheating. However, all students who failed were ones that streamed; mostly due to lack of continued engagement on their part (they stopped attending the synchronous sessions)."
"students have learned how to cheat much better, whether they have learned any physics or not"
"Taking some online classes over the summer really helped me to see how to take advantage of the online modality.  However, while I think the students were mostly content, I hated teaching online.  Basically, my function became grader/tech support.  So that's a thing to know for the ""after-time""."
My biggest concern is online cheating due to non-in-person examination.  Online proctoring is a joke.
"Fall 2020 was slightly smoother since we knew what to expect. However, the transition to remote in spring 2020 was smooth because we had a half-semester in person.  I was able to include a reasonable amount of in-person time early in the fall 2020 semester while our community cases were very low, and that helped us with a smooth and early transition to entirely remote instruction in late October. I made this decision to switch to all remote early, about a month before our university also decided to switch to remote early (1 week earlier than initial plan of final 2 weeks remote)."
The university was much more prescriptive about the class styles. The administration strongly pushed for in person and manipulated health data and recommendations to achieve their goal. The result was many COVID infections among students.
"I was teaching a small graduate course in Fall 2020, as opposed to a large undergraduate course in spring 2020, which made an enormous amount of difference."
"In march 2020 went 100% online.  The major problem was the University provided inadequate technology.  The desktop the University provided me lacked a microphone and camera.  I brought my desktop home and did class on Google Meet, sharing the screen to show my PowerPoint and used my phone to talk to my class.  In the fall we were face-to-face with social distancing.  Labs had to be changed to accommodate for social distancing.  My lecture style changed, no wandering about the classroom and either modified my demonstrations or used you-tube videos."
"The biggest difference was in my first semester physics course, with mostly first time college students.  The remote nature of their courses, not being on campus around other students, and general not immersed in the college experience seemed to greatly hinder their ability to work.  More than 50% of the class had a homework grade lower than 50%.  My physics 2 class had 80% of the class completing the homework with a 90% or better.  Not doing the homework translated to very poor exam grades as expected.    "
"Students do not concentrate on learning
Students procrastinate to rehearsal lessons
Students might cheat more due to online tests"
"In Fall 2020 I taught a much larger class than in Spring 2020. I learned that students appreciate opportunities to get involved in the class (a great tool was the classroom response system I used, Top Hat), and any opportunities I give them to feel a personal connection in the virtual classroom (synchronous teaching is very important). I also learned how much of a problem cheating is; many students consult online sources of information cheat without being fully aware that it is cheating."
"Students seemed to like slack as a collaboration tool. This semester, Discord appears to be more popular with students."
"In Spring 2020, the switch to online happened mid-semester with no preparation.  However, the lessons learned during that switch allowed me to prepare for Fall 2020 and set up my course so the students would have an easier transition."
Most classes of hands-on-science could transitioned to online by using Youtube videos and experiment videos recorded on iPhone.
"In Spring 2020 I had to manage a sudden, unplanned, panicked, improvised transition of our Intro Physics 1 w/Calc lab to online. That meant winging it one lab at a time, with no at-home equipment for students to use. It was a disaster.

I spent all summer redesigning the entire Intro Physics 2 w/Calc lab to focus entirely around electronics, and I designed, sourced, and assembled take-home lab gear kits for students to pick up (or, for a few, get mailed) at the start of the term. I designed every f*ng lab to be self-paced and self-guided, using massively hacked Google Sheets to guide students through setup, data collection, analysis, and reflection.

It was NOT a disaster, but it damn near killed me. I only got through about 70% of the planned labs, 'cuz I just couldn't roll out the actual curriculum fast enough.

Fortunately, my Department Chair let me opt out of teaching the intro lab again this spring. 😅"
"In Spring 2020 I taught a primarily lecture based course which I had never taught before (in person or online).  In Fall 2020, I taught three courses which I had previously taught in person.  The prep for converting these three courses to hybrid/online was substantial and I would consider it to be equivalent to a new course prep. 

Another important aspect of my teaching in Fall 2020 which differed from Spring 2020 was that I converted an intro physics course which had been about 25% lecture and 75% groupwork when taught face to face into a hybrid or fully remote/synchronous format. Most of the faculty in my department did not attempt to reproduce the expectations for groupwork in online teaching of this course, but I decided to try.  I used breakout rooms in Zoom, which involved a lot of trial and error.  It would be great for there to be better documentation about how to use breakout rooms to best effect (e.g. how to assign breakout rooms in advance to keep group assignments the same, not opening the breakout rooms too early to prevent students from being unassigned, etc). Ultimately I believe that this format was successful and I had students tell me that the course was their best-organized online class.  

The biggest challenge I faced was integrity of exams.  Despite using the Lon Capa software to assign different numbers for all the students on the exam problems, there was clearly cheating occurring. I did not pursue this cheating with the honor council, but instead just to be very lenient with my grading for students who seemed not to cheat.  As a result, all my students in the intro class passed with a C- or above, which was the minimum allowed to have an opportunity to go on to the next course in the sequence.  Typically I have about 10-15% of my students in this course receive a grade below C-, requiring them to retake the course if they wish to progress. However, this semester I didn't feel confident penalizing students who failed exams because they refused to cheat when there was significant evidence of cheating among the others in the course.    "
"Increased flexibility in grading alleviated a lot of student stress. I implemented a grading scheme that weighted students highest scores the most of the lowest scores the least on aspects including; homework, exams, in-class participation. "
"I used the respondus/webcam software for my quizzes in fall 2020, but not in spring 2020.   This was a HUGE improvement.  In the spring, there was a vast amount of cheating on the quizzes (judging from pre-spring-break to post-spring-break grades, with a huge jump in quiz grades after spring break when we went on-line).  In contrast, with the respondus/webcam software, the quiz scores were typical of normal semesters, leading me to conclude that there was far less cheating.  "
"Spring 2020 we sent all students home and had minimal time to learn and replace tools such as clickers for feedback or figuring out how to run remote discussion sections.  These became overnight remote classes and the focus was on simply allowing students to finish.  All lectures were suddenly taped and asynchronous.

For Fall of 2020 we had time to prepare for what we expected to face, hybrid classes.  We were able to find and choose methods for remote and live synchronous feedback as well as for complementing or replacing our regular lectures.  Much better experience, but still one that I am hoping to build on to improve this semester."
Our University opportunistically took advantage of the budget crunch associated with Covid to decrease budgets and increase teaching loads.  This is the framework that our efforts to make online version of the course took place under.
"My graduate Classical Mechanics course (Goldstein, Poole, and Safko) was already partially flipped and had been for years.  I just had to adjust to doing the synchronous part online.  It worked well, at least from what the students said."
"I was much more confident and comfortable throughout Fall 2020.  We were able to implement changes to the course based on our Spring 2020 experiences, including feedback from students.  As we were teaching mostly the same group of students (the introductory sequence started in the spring), these students were appreciative and as a result more open to engagement with the material."
"Fall 2020 we knew in advance about the pandemic. I made all our intro labs as F2F with one (1) remote section late Friday afternoon (for anyone who didn't go to a F2F section that week) ... so much better than trying to ""blend"" a lab."
"My comfort level with teaching in-person went from extremely anxious at the beginning of the semester to comfortable by the end once the evidence had accumulated that COVID was not being spread in the classrooms even if it spread somewhat amongst the students.

I rated all my courses as fully in-person, but this doesn't include the regular absence of random students for quarantine and their need to join via zoom. Especially for a lab course, navigating this challenge was very stressful on a daily basis."
Internet reliability issues and proctoring of online exams (we used Proctorio) was the single biggest cause of stress.  
"Nothing in my physics courses, my astronomy courses required the change."
"When we transitioned to all remote in Spring 2020, I essentially pre-recorded all lectures and labs and allowed students to work through the material at their own pace, with some specific due dates throughout the rest of the term. I did nothing synchronous and held no mandatory remote classes (I only held remote office hours, which were optional for students). In the Fall 2020, we were required by the administration to hold hybrid classes, so 1 day a week I held a remote zoom class and the other day of class was in-person. Everything was synchronous so students needed to stay caught up on everything. I think my method in the Spring only worked well for students who are self-motivated, don't procrastinate, and maybe have an inclination towards physics. Those who struggled with physics and/or motivation probably really struggled with this format. I think the method in Fall 2020 helped to keep students on track more, but it was definitely more work for me to plan out every minute of every class since all classes were held live (whether remote or in-person)."
"In some ways it was exactly the same.  I anticipated the events in March, so was already moving the class to a more remote instruction.  The same structure then worked well for after Thanksgiving when the students didn't come back.  The main difference was that students in Spring 2020 panicked.  I had a lot of incomplete since the students kind of took a holiday when in person classes were cancelled.  This didn't occur in the Fall 2020 class since the plan was in place from the beginning of the semester."
"In Spring 2020 we went online in the middle of the semester.  We had to improvise on a dime.  Spring break started normally but was extended ine week to give us (and the students) to get ready.  Fall 2020 was planned from the beginning to be online only.  I was more comfortable than most because I had taught an online asynchronous Conceptual Physics course (that I developed) for many years, and so knew many approaches and routines that were valuable.  Going online but synchronous was actually much easier than asynchronous.  But I will rejoice the day when we can go back in the classroom.  The students do perform better in a Asynchronous format than asynchronous because of two major factors: the regularity of the meetings helps keep them on task and, to my surprise, the fact that they can comment and participate by asking question without being “seen” ( camera off).  It reduces their unwillingness to be recognized in a classroom setting."
"Moving to more and more synchronous work, so that students still benefit from peer learning online."
"We went online for the last 4 weeks of Spring 2020.  I learned that students needed additional structure, especially with due dates and schedules, and very predictable pattern of expectations.  They seemed to find it difficult to establish routine without the structure of classes.  Also, acknowledgements of the students' struggles and offers to consider extra time were very appreciated by students.  "
"In Spring 2020 I taught an introductory physics class, so we went 100% online.  In Fall 2020, I was teaching our undergraduate advanced lab class.  The university allowed limited in-person instruction for Fall 2020 in cases like lab and studio classes, so our department head, chief lab instructor, and I developed a plan to maintain the critical in-person hands-on laboratory part of the class.  Lectures became pre-recorded asynchronous, and we made the original lecture time a second lab section and split the students between them, in addition to spreading out the lab stations so that there was only one per room.  The class was already organized through Blackboard for distribution of course materials and lab submission and grading, so nothing there had to change.  Pre-recording and editing lectures was more time consuming than I anticipated, so I did not finish recording all of the material I'd hoped to.  I did try a discussion feature in Blackboard but it didn't result in more student interaction so I dropped it.  I did make a Slack discussion board with various channels, but the students also didn't use that to talk to each other and mostly used it to ask me questions, so it wasn't useless but wasn't what I hoped it would be.  I presume that they had other channels to communicate with each other that I didn't have access to.  Zoom for office hours and final presentations worked well.  The students and I are all very comfortable with technology, so we didn't have any technical problems, just the challenges of what is already a difficult course combined with reduced chances for interaction.  "
"Disheartened, I wonder if there will ever be a time at which I can associate freely with others in a social or professional setting without ""great"" bureaucratic intervention. "
"The importance of physical presence in teaching, for teacher and students. For students, everything needed to show up in class  --  getting dressed, eating, organizing books and notebooks, carrying materials to class, walking to class, finding a seat, etc., etc. -- everything helps a student to prepare mentally for class, and much of that is lost by on-line classes. "
I found Microsoft Teams more useful than ZOOM
"The main difference between last semester and pre-COVID-19 was the need to have synchronous and recorded lectures for those in quarantine.  Comparing to Spring 2020 doesn't work because the courses were completely different.  I did do a fully synchronous online course in Summer 2020 which prepared me for having a much better time with the online content of the course.  Office Hours seem to work better in a video chat environment.  However, online lectures, even with exact same content, were not as effective.  I also needed to do online testing.  What I found was that using Honorlock with tests in MasteringPhysics worked much better than directly using Canvas.  (More flexibility in the questions.)  In general, all students taking an identical exam online did at least one grade level worse.  (No evidence of cheating, although I can't say the same for what I tried in Canvas in Summer 2020.)  The classroom was set up for social distancing, otherwise the teaching was the same as previously.  Cameras were available for me to share and record the lecture."
"PHYS 2001 is first semester algebra-based intro. 2002 is second. Learned from last half of 2002 in Spring. Went online with 2001 with not a lot of time to prep in a compressed (7 week semester), asynchronous course. About killed myself trying to keep up with posting materials (videos, labs). Student interaction suffered with totally asynchronous and learning how to handle proctortrack. Fall taught large sections again with two colleagues for 2001. Reused a lot of materials successfully. Course already had a fair amount of online assessment (pre-class, homework) on LON-CAPA. Fleshed out and reorganized to try to make weekly expectations more clear (for online). In Fall used TopHat for 'class time' engagement during synchronous Teams meetings (had already been using TopHat in normal lecture, PRS before that). We haven't done anything amazing trying to get students in large lecture classes to engage peer-2-peer more, but we have created a reasonably smooth course with clear expectations and support for those students seeking it. We benefited dramatically from experience late last spring and over summer. This spring 2002 is online as well and the format is reasonably consistent for students' sake."
"Because of the hybrid format -  synchronous lectures,   etc. I had to use a document camera to write my lectures on a pad, which worked well for the remote students, who could see it well on their computer screen but didn't work so well for in-person attendees. Optics demonstrations did not be transmitted well online. There is no substitute for in-person teaching of physics. Difficult to connect with students. Students didn't use zoom office hours. Lectures could not be more interactive. My fault,  I had not quite learned  to switch back and forth between applications, video cameras, writing pad etc. "
"I felt more comfortable, but did not explore new tools to incorporate as I had envisioned that I would. Keeping up was more difficult than my previous year"
"Spring 2020 I was teaching 2 graduate level courses. They were small - dozen students each - with a lot of interaction. As I transitioned to remote mid-March, it was easy to keep the interactive culture going, since I knew the students and they were used to interrupting with questions and comments. The Fall 2020 class was larger - 24 undergrads from different years and majors - and previously unknown to me. It was hard to engage them interactively. I tried various strategies, but only managed to get 3 or 4 of them to ""talk"". I will be teaching grad students again Spring 2021, so I am more confident that they will be engaged."
I don't mind teaching online even after the pandemic 
"We had real challenges with academic integrity in the spring. Although I shifted assignment types to prioritize narrative, long-form mathematical answers and proofs, it was obvious there was an extensive network of collaboration and outright copying behind the scenes. In the fall, we switched to all group quizzes and exams, with a tutorial with grades participation. This was a better system in terms of integrity, it is difficult to asses whether or how it influenced learning outcomes."
"I'd say that online classes are significantly less fun for both teachers and students... but it's not fair to assess them given that we tried them in a pandemic. Moreover, I can see a blended environment where *some* classes are online being very helpful to students in the future. It might allow study abroad more easily for example. I would not make grand pronouncements about online education until we try it after the pandemic. 

One other thing—and this is a positive—is that I had never imagined that everyone on my faculty, including those who care little for education, were actually forced to try something new. I had conversations about teaching from people I wouldn't expect because of this, and I think this was a tremendous opportunity for PER."
"Spring 2020 I had no mechanisms at all for remote teaching from home.  I acquired equipment for remote instruction during the summer.  Preparation for classes during the term took an unsustainable amount of time, and students zoned out of static powerpoint presentations and computational animations that took quite an amount of time to set up.  This semester (Spring 2021) the students have universally applauded just using a camera looking down at my writing as if on a black board over prepared presentations and animations."
"I caught a lot more student cheating in Fall 2020.  We were required to use online tests, and even though there is a webcam watching them while they take the online test.  I'll admit that online testing does make cheating twice as easy for them.  But what students don't seem to realize is that it makes catching them 10 times easier."
"Having had a chance to observe the technological issues the students (and we!) had during the transition to remote learning in Spring 2020 and with more time to prepare resources and strategies to help, we basically became better at helping the students manage technological issues associated with remote learning. As a result, much more time was spent in Fall 2020 helping the students develop skills needed to engage effectively while learning from home rather than in a classroom. Spring 2020, in contrast, felt more like an exercise in training students in the use of technology. Because our remote classes were synchronous, we were able to maintain the general approach we used during normal in-person classes. The main challenge (for both the faculty and the students) was learning how to use technology to effectively duplicate as much as possible the in-person experience. That was the paradigm we used, at least... rather than adopt our methods for remote learning, we learned how to use available technology to approximate the in-class experience remotely."
