,AnonID,Q37_x,Q37_y,scores,scores_i,scores_f,compound_i,compound_f,sentiment_change
215,706913e81c61397864a79caba6866b1e7f50e0db,"I was co-teaching a first-year seminar with an Art History professor.  Getting first-year students to engage in discussion on ""scary"" topics like physics and art was difficult face-to-face, but nearly impossible via Zoom.","My institution went remote-only and sent all the students home after one week in the fall, so the only choice of instructional mode I had was synchronous vs. asynchronous (I used a mixture).  One advantage to Zoom teaching is that the students' names are shown, so I learn them more quickly.  Hands-on experimentation is all but impossible in this mode, and breakout rooms are only a limited substitute for small-group engagement in person.  Obviously it was easier to pivot hands-on activities (e.g. by making videos of the experiments and giving the students the data to analyze) in the fall when we had more lead time.  But inevitably the unstructured exploration that hands-on work fosters was missing.  Since my students were first-semester undergraduates, they really needed the opportunity to bond with one another and create community when they arrived on campus, and that was very difficult remotely.  Fortunately my students were all in the same time zone.  Although the class was mostly synchronous, I recorded the sessions in case somebody had internet problems.  One student skipped most of the synchronous sessions in favor of viewing the recordings, because he had to take a job to replace the work-study job he would have had on campus and the hours conflicted with our class time.  Needless to say, this did not help him succeed.","{'neg': 0.077, 'neu': 0.822, 'pos': 0.102, 'compound': 0.7373}","{'neg': 0.053, 'neu': 0.843, 'pos': 0.104, 'compound': 0.1779}","{'neg': 0.077, 'neu': 0.822, 'pos': 0.102, 'compound': 0.7373}",0.1779,0.7373,0.5593999999999999
216,0337d4299317b190fb45dccf7fc2ddfa968f4657,"I was teaching a 'flipped' 'active learning' introductory physics class aimed at our biology majors. This class has zero lectures and spends class time involved in group work and full class discussions. We switched to online and kept our usual activities within Zoom breakout rooms and whole class Zoom discussions. We modified our instructor/LA interaction protocols and our group sizes. Overall we tried to maintain our usual interactive class structure. 

Our attendance was nearly full. Participation rate in class was harder to judge. 

But our final exam results and scores were disappointing: low scores, wide distribution and lack of score correlation with prior scores for the same students in the semester. Overall we were left with broad concerns about how effectively students learned after they left campus. We were also concerned if our final assigned letter grades were meaningful given the circumstances. There was also evidence of substantial cheating on the online administered exams, though very hard to judge the scope.","My class is an active learning, group work based class - there are no lectures. Instructors and undergrad learning assistants work with small groups on activities followed by entire class discussions. We moved the in person version of this online using Zoom and break out rooms. We mostly kept the same activities and content, but overall went slower and had to cut here and there.

1) We observed far more heterogeneity of student situations and ability to participate effectively. 
2) Our students are missing technology that could help greatly with online synchronous group work - tablet + stylus gear. The students with that gear seemed to participate much better.
3) Our final exam scores for both spring and fall did NOT correlate as expected with semester performance or other grades. The value of the exams was questionable.
4) While we assigned regular grades, I wonder what they mean compared to usual. I don't think they carry the meaning the usually do.
5) Everything online was slower than in person - more friction. All progress was slower. 
6) Lab components were very difficult to implement online.
7) While student attendance was high, participation was much lower than usual.","{'neg': 0.075, 'neu': 0.818, 'pos': 0.107, 'compound': 0.8362}","{'neg': 0.075, 'neu': 0.869, 'pos': 0.056, 'compound': -0.4927}","{'neg': 0.075, 'neu': 0.818, 'pos': 0.107, 'compound': 0.8362}",-0.4927,0.8362,1.3289
217,f43d193d5bbb17338b060a386d24dee769c49325,"Because I had a small class which was already discussion based, the transition was fairly smooth.  My students already had a GroupMe for the class and I encouraged them to use it (more than I normally would).  A few things I tried didn't work as well as I liked - they involved modifying a plan because of lack of equipment.  Other modifications, such as doing some peer evaluation, worked well and I will include in the future regardless of meeting structure.

Side note:  I was also heavily involved with the transition of our Introductory courses (both sequences) but have not commented on that in this survey since you were specifically asking about what I taught not what I transitioned.","For the question asking about what tools were used I only listed those that were new or significantly different - to coincide with the following question.

Everything on Zoom takes longer (than in person).

Hybrid (some people in-person with other remote) is awkward at best. It is particularly difficult to maintain inclusivity for those who are online (particularly if they don't have their cameras on).  I didn't get much practice, though, as the University switched to remote only after the first week.

Some revised activities are worth keeping post-pandemic.","{'neg': 0.047, 'neu': 0.887, 'pos': 0.066, 'compound': 0.4033}","{'neg': 0.041, 'neu': 0.925, 'pos': 0.034, 'compound': 0.048}","{'neg': 0.047, 'neu': 0.887, 'pos': 0.066, 'compound': 0.4033}",0.048,0.4033,0.3553
219,3989c95daa86b94a8940b77a81d625c0dab23016,"It was horrible, spent way too much time trying to prevent cheating on exams, changing assignments to be multiple guess while programming them into blackboard, and answering emails. 
Cheating: every method I have seen to prevent online cheating of exams, can be bypassed by a creative mind.
Multiple choice: I believe, takes away from critical thinking skills, when learning new material.
Excess emails: mostly due to either students not being able to get a face-to-face answer, students thinking I am a mind reader, and multiple emails have to be sent, since students do not send the information needed to answer their question.","Nothing in my physics courses, my astronomy courses required the change.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.151, 'neu': 0.802, 'pos': 0.046, 'compound': -0.926}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.926,0.0,0.926
220,cfc723f5aa60ffc065743db4616c7d058d6c3823,"It went very well and the students seemed mostly happy.  There were definitely things I learned that I would do differently, but considering we were thrown into it unexpectedly in the middle of the term, it went extremely well.","During Spring, I taught some courses asynchronously due to recommendations I received.  I found some students loved this and others hated it.  For Fall, I switched to all synchronous.  Now for Spring 2021, since some students like one method and some like the other, I have both options.  I am teaching synchronously, but the students can also watch the pre-recorded videos if they prefer.","{'neg': 0.042, 'neu': 0.863, 'pos': 0.095, 'compound': 0.3291}","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.7897}","{'neg': 0.042, 'neu': 0.863, 'pos': 0.095, 'compound': 0.3291}",0.7897,0.3291,-0.46059999999999995
230,8d5dbd246778c2afc0ab7a34e03cb8e9135baa04,"I primarily recorded and posted lectures for the students to watch.  They were required to post a question after each lecture to the discussion board, and there were often attached short assignments that went along w/ each lecture.  Students also had online HW each week as well as an online lab.  
While I think this worked OK, I miss the student interaction of a face-to-face class as well as the ability to judge when the students are confused and need additional instruction.  I also don't feel they got as much from the simulation labs as they would from a true hands-on lab.","In Spring 2020, the switch to online happened mid-semester with no preparation.  However, the lessons learned during that switch allowed me to prepare for Fall 2020 and set up my course so the students would have an easier transition.","{'neg': 0.052, 'neu': 0.881, 'pos': 0.067, 'compound': 0.1531}","{'neg': 0.037, 'neu': 0.845, 'pos': 0.117, 'compound': 0.8091}","{'neg': 0.052, 'neu': 0.881, 'pos': 0.067, 'compound': 0.1531}",0.8091,0.1531,-0.656
232,67e62a2b8a58da7c4aae337b263ca0d9555838e3,"Testing is problematic in a large class.  I have no way to proctor that many online students.  Cheating is rampant.  Also, I teach astronomy; labs are difficult online.  There are also no options for real-time observations with telescopes online.  You cannot recreate the experience of being under the night sky.",My biggest concern is online cheating due to non-in-person examination.  Online proctoring is a joke.,"{'neg': 0.202, 'neu': 0.674, 'pos': 0.124, 'compound': -0.34}","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.9081}","{'neg': 0.202, 'neu': 0.674, 'pos': 0.124, 'compound': -0.34}",-0.9081,-0.34,0.5681
237,fd329ecc3cd71ac9524fe146e756f75b6775d3c5,"I think that 5-10% of students at my university could do well with online learning.  The rest do not have the self discipline to learn physics by online courses.  My fellow faculty and I saw class attendance of online lectures drop by 75% after transition to online learning.  Also, about 35-50% of students simply stopped turning in assignments or taking tests.  It seems that without someone to hold their hands in-person through the process of learning, the majority of students at my school flounder.  This was true both in the introductory physics courses as well as the upper level undergrad physics courses.  Maybe it's different at R1 schools, but we were an R3 school reclassified as an R2 in 2018, so our student body may be different.  As an aside, I was very worried that my transition of my upper level E&M class to online learning this spring was horribly ineffective.  At the end of the semester I asked my students to fill out a COVID-19 response survey for extra credit.  Their responses indicated that my online course transition was among the best they had at the university.  I don't know whether to be pleased about this or worried again.","I caught a lot more student cheating in Fall 2020.  We were required to use online tests, and even though there is a webcam watching them while they take the online test.  I'll admit that online testing does make cheating twice as easy for them.  But what students don't seem to realize is that it makes catching them 10 times easier.","{'neg': 0.114, 'neu': 0.776, 'pos': 0.11, 'compound': -0.3086}","{'neg': 0.073, 'neu': 0.843, 'pos': 0.084, 'compound': 0.4975}","{'neg': 0.114, 'neu': 0.776, 'pos': 0.11, 'compound': -0.3086}",0.4975,-0.3086,-0.8061
239,efbe60446a3af257c96332340aaa4c583c90dbce,My style of teaching lends itself to on-line classes. My serious complaint is that Canvas and Zoom keep changing. Using them is like shooting at a moving target.,"Teaching math or physics in the classroom involves writing and drawing diagrams on a dry erase board or chalkboard while talking. How is one to do this online? I have made two discoveries I would like to advertise. First, Microsoft sells a computer, the Surface Book, with a detachable monitor so that it becomes simultaneously a tablet and a computer. Put the tablet down on your desk and write out your notes with stylus or keyboard, reattach it to the laptop, bring up Zoom, and you are ready for class. The second discovery is the Microsoft program OnNote for Windows 10. It does wonders to make your online scribbles intelligible. It can turn illegible handwriting into perfect text and then change its color or font size to suit.

I get all this from the Math Dept. at LBCC. Apparently it's old hat for them.","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.8779}","{'neg': 0.117, 'neu': 0.8, 'pos': 0.083, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.8779}",0.0,0.8779,0.8779
242,1c7c959e33670591ab80cad1da9ae0fcb41708a6,"I was lucky as I had a small (11) class size. I was familiar with zoom which I use for research related matters, so transition was not difficult. Certainly nervous about doing this for a large class.",Vast majority of the students in my class felt learning Physics online was extremely difficult. I think online instruction can work quite well for upper level classes but not for introductory courses.,"{'neg': 0.058, 'neu': 0.89, 'pos': 0.052, 'compound': -0.0516}","{'neg': 0.057, 'neu': 0.725, 'pos': 0.218, 'compound': 0.5842}","{'neg': 0.058, 'neu': 0.89, 'pos': 0.052, 'compound': -0.0516}",0.5842,-0.0516,-0.6358
246,f4ae128aaa5cb7a508996f711cea1d1144a4084d,"My class was a 2nd semester calculus-based class.  I believe the most important unit for physics and engineering majors in this course is the relationship between electric potential and field, and we completed that before spring break during in-person instruction.  We then did magnetic fields and electromagnetic radiation online.  Our instruction in those topics has always been descriptive and not mathematically rigorous, so I could put together some asynchronous interactive activities based on PhET, Mastering Physics assignments, and Khan Academy videos and feel good about it.  But I would do things quite differently if I go entirely online this fall.","I usually teach face-to-face SCALE-UP.  So one of my primary goals was to have students do as many (virtual) lab exercises as possible.  So I adopted iOLab, Pivot Interactives and PhET simulations.  I'll bring a lot of that back to my face-to-face classrooms to supplement the labs I usually do.  I also broke my 63-student class into quarters and had each quarter work with a single one of my assistant instructors (three graduate TA's and one undergraduate learning assistant) for the entire semester in an attempt to build relationships between students and assistant instructors.  I will also bring that strategy back into my face-to-face classroom.","{'neg': 0.028, 'neu': 0.972, 'pos': 0.0, 'compound': -0.4215}","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.701}","{'neg': 0.028, 'neu': 0.972, 'pos': 0.0, 'compound': -0.4215}",0.701,-0.4215,-1.1225
254,d3c1a27725fbd4ef786ed9ebc02dc48035f8aa2f,"I learned enough ""on the fly"" to realize that I can do better with more preparation, and that is
what I am doing this summer.",Our University opportunistically took advantage of the budget crunch associated with Covid to decrease budgets and increase teaching loads.  This is the framework that our efforts to make online version of the course took place under.,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.6369}","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.6369}",0.4404,0.6369,0.1965
255,fbe975287614607aade25d9d5cd4dafd1f93fd8a,In ability to do hands-on work and difficulty with collaborative (peer-instruction) activities definitely degraded the quality of my class.,Some changes are really good - recording classes and having more material available online outside of class time allows students to revisit or review material they missed.,"{'neg': 0.075, 'neu': 0.817, 'pos': 0.109, 'compound': 0.2484}","{'neg': 0.206, 'neu': 0.595, 'pos': 0.198, 'compound': -0.0516}","{'neg': 0.075, 'neu': 0.817, 'pos': 0.109, 'compound': 0.2484}",-0.0516,0.2484,0.3
261,7d9a1c2911cb742705c9ab6f9d7fedd49bee5c9a,"Starting Monday, March 16,  all instruction moved to an online format. We had three days to transition to online instructions. I am one of the chalk-board types but learning new things wasn’t so difficult.  I used a web camera with Blackboard. I write on my paper pad and students could see that on their computers. After the first lecture, one student told me that he felt as if  he was  “sitting next  to you and watching you write on your pad”. There were more questions in this format than in the face-to-face instruction. I was also able to di some demos in realtime and at least they were able too see the results on a screen, again with the help of a camera. The closest ""online teaching” (felt like that)  I had done was lecturing to 360 students in UPII in a huge auditorium. I think overall it went well. I missed seeing student faces though, which provide valuable feedback on how well the lecture was going. The labs were the real loss. Cant make holograms or do polarization or spatial filtering online. We had to convert the remaining three (fun) labs to just reports.","Because of the hybrid format -  synchronous lectures,   etc. I had to use a document camera to write my lectures on a pad, which worked well for the remote students, who could see it well on their computer screen but didn't work so well for in-person attendees. Optics demonstrations did not be transmitted well online. There is no substitute for in-person teaching of physics. Difficult to connect with students. Students didn't use zoom office hours. Lectures could not be more interactive. My fault,  I had not quite learned  to switch back and forth between applications, video cameras, writing pad etc.","{'neg': 0.094, 'neu': 0.827, 'pos': 0.079, 'compound': -0.5567}","{'neg': 0.049, 'neu': 0.857, 'pos': 0.094, 'compound': 0.8437}","{'neg': 0.094, 'neu': 0.827, 'pos': 0.079, 'compound': -0.5567}",0.8437,-0.5567,-1.4003999999999999
265,bedfacd2fafeaa0c66b6d3b9949357d17852414e,"our university required that our classes meet synchronously ; remote, but not ""fully on-line""
The worst aspect was the rampant cheating (classmates & Google & Chegg) by some students.","Fall 2020 we knew in advance about the pandemic. I made all our intro labs as F2F with one (1) remote section late Friday afternoon (for anyone who didn't go to a F2F section that week) ... so much better than trying to ""blend"" a lab.","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4902}","{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.9177}","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4902}",-0.9177,0.4902,1.4079
279,2e41c2fde4879023860cfae579b99de9ceb512e2,"Because of the abruptness of the transition, I think the experience is probably not representative...but I hated it. I’m a professor because I love working with people to help them learn. I’ve spent literally decades Turning my classrooms into places that are hands-on, interactive, collaborative laboratories for exploring the content. I felt I had to throw all of that away because there was no time to think creatively about how to have that same dynamic online. Maybe I can do better by the end of August, but with four distinct classes to prepare, I’m not very optimistic. That’s depressing.","Taking some online classes over the summer really helped me to see how to take advantage of the online modality.  However, while I think the students were mostly content, I hated teaching online.  Basically, my function became grader/tech support.  So that's a thing to know for the ""after-time"".","{'neg': 0.083, 'neu': 0.825, 'pos': 0.092, 'compound': -0.128}","{'neg': 0.079, 'neu': 0.804, 'pos': 0.117, 'compound': 0.243}","{'neg': 0.083, 'neu': 0.825, 'pos': 0.092, 'compound': -0.128}",0.243,-0.128,-0.371
292,23f5c632fdbf1330833e07f03695c55654845981,"I have been instructional faculty at my institution for 21 years and coordinator of this introductory sequence for 20. I also support our LCMS, LON-CAPA, for the department. During the transition because of the role both as a lead instructor and as technology support for the department, I really didn't have time to research a bunch of ideas. The way forward for short-term coverage was clear, and it took all our time to implement it. With summer going online, I had about 5 days in the end (after collapsing from the previous ordeal) to pull together the current, condensed format (14 weeks in 7) online class. To boot, one week ago I received my non-renewal (ie., one year notice) for my instructional position due to budgetary issues that existed before Covid, but were exacerbated by it. Not a happy time.","PHYS 2001 is first semester algebra-based intro. 2002 is second. Learned from last half of 2002 in Spring. Went online with 2001 with not a lot of time to prep in a compressed (7 week semester), asynchronous course. About killed myself trying to keep up with posting materials (videos, labs). Student interaction suffered with totally asynchronous and learning how to handle proctortrack. Fall taught large sections again with two colleagues for 2001. Reused a lot of materials successfully. Course already had a fair amount of online assessment (pre-class, homework) on LON-CAPA. Fleshed out and reorganized to try to make weekly expectations more clear (for online). In Fall used TopHat for 'class time' engagement during synchronous Teams meetings (had already been using TopHat in normal lecture, PRS before that). We haven't done anything amazing trying to get students in large lecture classes to engage peer-2-peer more, but we have created a reasonably smooth course with clear expectations and support for those students seeking it. We benefited dramatically from experience late last spring and over summer. This spring 2002 is online as well and the format is reasonably consistent for students' sake.","{'neg': 0.034, 'neu': 0.857, 'pos': 0.109, 'compound': 0.9194}","{'neg': 0.041, 'neu': 0.919, 'pos': 0.04, 'compound': -0.2725}","{'neg': 0.034, 'neu': 0.857, 'pos': 0.109, 'compound': 0.9194}",-0.2725,0.9194,1.1919
325,f25c4d65cd06babb9aaff773520101e4b3c7d87b,"too much work worrying over technical issues for myself and students
exam cheating is huge, and there seem to be no viable method to prevent it

almost all lab courses are useless if online

students seem much less focused on their classwork when online
it seems that they really view it as one task after another that are disconnected


","Cheating in large lecture classes (250 students) was a very large issue in the spring, and not an issue for my 25-30 student fall classes.
Having a good pen tablet to do grading via PDFs is a must.
Being visible to students during an on-line lecture is a must.  (No Khan Academy style.)
","{'neg': 0.067, 'neu': 0.879, 'pos': 0.054, 'compound': -0.1779}","{'neg': 0.16, 'neu': 0.757, 'pos': 0.083, 'compound': -0.7425}","{'neg': 0.067, 'neu': 0.879, 'pos': 0.054, 'compound': -0.1779}",-0.7425,-0.1779,0.5646
330,b011d2c33462dc21a1faf7cb3acb031511fb29ab,"Zoom proved useful.  I was able, using chat rooms, to divide students in groups and basically follow our interactive, studio-style approach with little modification.  Students were responsive and were willing to participate and talk to each other.  Tests were modified to reduce duration, but I felt I could give more complex problems because they were basically open textbook ones :) .  I was lucky to have a reduced teaching load last semester because of my activities in Faculty Senate (I have a 6 hour reassigned time).  Had I had a full load, things would have been much more daunting.","In Spring 2020 we went online in the middle of the semester.  We had to improvise on a dime.  Spring break started normally but was extended ine week to give us (and the students) to get ready.  Fall 2020 was planned from the beginning to be online only.  I was more comfortable than most because I had taught an online asynchronous Conceptual Physics course (that I developed) for many years, and so knew many approaches and routines that were valuable.  Going online but synchronous was actually much easier than asynchronous.  But I will rejoice the day when we can go back in the classroom.  The students do perform better in a Asynchronous format than asynchronous because of two major factors: the regularity of the meetings helps keep them on task and, to my surprise, the fact that they can comment and participate by asking question without being “seen” ( camera off).  It reduces their unwillingness to be recognized in a classroom setting.","{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.9845}","{'neg': 0.04, 'neu': 0.845, 'pos': 0.115, 'compound': 0.753}","{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.9845}",0.753,0.9845,0.23150000000000004
347,751c3c7d17db15cba2a12ae9f94a0d3480e65986,"Exams were forced to be open book with huge extra time.
Nowhere near as rigorous as normal.
Grading was just pass/fail.   Hard to take seriously.
",I had to rely totally on Zoom.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.202, 'neu': 0.662, 'pos': 0.136, 'compound': -0.2467}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.2467,0.0,0.2467
353,c8015bf3655cbce945e6ddad0a1f02abb456bd6f,"It is not as effective as teaching in person. Student engagement is a major problem. The University gave only lip-service support to faculty. Mainly, professors were on their own.",The university was much more prescriptive about the class styles. The administration strongly pushed for in person and manipulated health data and recommendations to achieve their goal. The result was many COVID infections among students.,"{'neg': 0.069, 'neu': 0.875, 'pos': 0.056, 'compound': -0.128}","{'neg': 0.15, 'neu': 0.687, 'pos': 0.163, 'compound': 0.1144}","{'neg': 0.069, 'neu': 0.875, 'pos': 0.056, 'compound': -0.128}",0.1144,-0.128,-0.2424
360,d6010c68b8acf6395b2433ae667f2d2a7d37b534,"The format of my class was studio physics, which means that A.)  the students spend most of their time lecture days working problems in groups, and B.) those same groups would do the labs that were integrated with the course material.  The shutdown came during spring break, which meant I had about three days to figure out the remainder of the five weeks left in the semester.  The work in groups I used the Zoom breakout rooms to put students together for group work on shared whiteboards.  I wrote online simulation based labs to make up for the ones that we would have done in person, and allowed students the option of submitting their lab reports themselves, but also meeting at the normal class time (I estimated about 1/4 of students attended the videoconference for the labs).  Tests were submitted online, and I chose not to use strict proctoring like Honorlock.  Grade results for the remaining exams were not very different from previous in class semesters, so if there was cheating, it was fairly ineffective.  Exams were submitted and then marked up using Canvas' annotate feedback tool.
Overall, except for the students who for some reasons simply never attended class again and did not drop/withdraw, the whole experience worked ""enough"".  Not something I would choose to do, and somehow more work, but even those students I was most worried about (including those with accommodations) seemed to finish out okay.","In face to face teaching, my course used active learning where students would work together, in fairly close proximity to solve and present problems (so that they could explain their work to their peers).  Inevitably in face-to-face there would be cross-talk between student groups at the same table.  In teaching online I used Zoom breakout rooms which are completely separate, which killed all of that useful eavesdropping.  Student engagement was uneven to say the least, some students just wouldn't interact or unmute, and it was impossible for me as the instructor to assist unless groups asked for help.  Some groups wouldn't work together at all, and left before the end of class or completing the in-class work.  For substituting for their in class presentations, each group had to film a video of them going through their solution, which was a ton more grading.  There was a lab component for this course which was done with iOlab devices augmented with some simulations.  I made that asynchronous and every single issue of using computer data acquisition that we would have had in class, we had with individuals.  Comparing learning gains from a year ago (100% face-to-face) to this fall (100% virtual) showed a decrease in learning gains, though not a huge margin.  This might have been easier with a far smaller class, even though I had the assistance of 3 TAs and an LA, there were still 13 groups of 4-5 students.","{'neg': 0.038, 'neu': 0.87, 'pos': 0.092, 'compound': 0.8904}","{'neg': 0.048, 'neu': 0.922, 'pos': 0.03, 'compound': -0.664}","{'neg': 0.038, 'neu': 0.87, 'pos': 0.092, 'compound': 0.8904}",-0.664,0.8904,1.5544
368,403119244e9a4c308b6e150723686ed4b61d09ce,"I was surprised that at least initially, most of my teaching effort had to go into working with and to the extent possible, assuaging, student anxiety about the overall global situation and our specific course situation.  We spent a week or more after the transition to online talking about expectations and course format in gory detail.  I don't know that I was expecting that, or at least expecting it to that extent, and given that the situation in the fall will be similar (uncertain students being taught by non-expert online teachers) I'd like to be able to plan for it better.

I also found it even more difficult when lecturing via recording or Zoom to gauge what students were understanding and what they weren't and left very uncertain how to assay this in an online format.  I usually use informal hand-raise style queries in person and didn't find a great substitute for this kind of on the fly communication in an online lecture.  I've tried PollEverywhere and found it forever clunky and unfriendly and am forever fighting with students being signed in correctly, etc...","We had real challenges with academic integrity in the spring. Although I shifted assignment types to prioritize narrative, long-form mathematical answers and proofs, it was obvious there was an extensive network of collaboration and outright copying behind the scenes. In the fall, we switched to all group quizzes and exams, with a tutorial with grades participation. This was a better system in terms of integrity, it is difficult to asses whether or how it influenced learning outcomes.","{'neg': 0.031, 'neu': 0.853, 'pos': 0.116, 'compound': 0.7096}","{'neg': 0.08, 'neu': 0.882, 'pos': 0.038, 'compound': -0.7894}","{'neg': 0.031, 'neu': 0.853, 'pos': 0.116, 'compound': 0.7096}",-0.7894,0.7096,1.499
370,6759c99e7d7e54f3239a9ec5edcbc217f11545cd,"I was very fortunate that enrollments in my courses were all low (under 20) so I knew the students well and could mostly trust them to take at-home paper tests on the honor system.

I had to laugh at your list of technologies I could have used. There was no time even to research what the options were! I desperately needed a personal consultant who could make technology recommendations and answer my questions about what various technologies would and wouldn't do--and my university provided no such consultant. Moreover, I didn't want to impose stringent technical requirements on my students on such short notice. So I just kept things as low-tech as possible, telling students to read their textbook and then type questions in online discussions. I learned that many of them find reading distasteful. They really prefer watching videos!","I spent the summer tooling-up for remote teaching. The most important tool was a tablet device with a stylus and note-taking app, to use with Zoom, or in a recorded video, the way I would use a blackboard during class. Without that I was quite crippled during spring 2020 and had to just expect students to read (which most of them find distasteful). I also needed a better computer to run video recording/editing software, and I learned to make and edit videos of myself working on the tablet. I also spent time figuring out how to stage some demonstration videos. It took a while to figure out what video software I needed to acquire and learn to use, and then to learn to use it. For this I got some ""consulting"" help from the multimedia experts at my institution.","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.796}","{'neg': 0.07, 'neu': 0.808, 'pos': 0.121, 'compound': 0.8605}","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.796}",0.8605,0.796,-0.0645
372,4c731919f04a03486f130ae5f4a2786d4c03e76e,"I was fortunate to already be regularly using a significant number of online tools with my face-to-face course. These include my LMS (Blackboard) - including Blackboard Collaborate for ""Online Office Hours"", which I've held in the last evening as an option for students for many, many years). I already use an online homework system in the class (MyOpenMath). I repurposed this system to build the online class into two asynchronous learning modules per week, complete with built-in exercises/assessment. Further, I've personally taken about half a dozen online courses in the past year (all related to instructional design and multimedia design), so I was very well equipped to move my own course online (I am so glad that I took these courses - turned out to be brilliant timing, in hindsight)! Most faculty, however, went into this situation with a lot less training and experience then me...

I went fully asynchronous due to timezone and time management issues (including being stuck at home with a kindergartener) and my biggest takeaway was that while that was the most flexible and convenient, I did miss regular synchronous interaction with the students. For the Fall, I plan to continue with significant asynchronous content but also incorporate more synchronous aspects to help maintain a class learning community. My university intends to have some face-to-face class time but my class is based on groupwork/active learning that won't work in a socially-distanced classroom...","Spring 2020 was a mad dash to change midway through the semester. Fall 2020 was better in that the entire course could be coherently and consistently designed to be online (primarily synchronous, in my case). That said, Spring 2020 that the students and I had gotten to know each other over the first half of the semester. This Fall, I taught all first year students who had (1) never met me, (2) never met each other and (3) mostly never even been on campus! That made the connection and community building aspect of the course much more difficult.","{'neg': 0.062, 'neu': 0.909, 'pos': 0.029, 'compound': -0.5244}","{'neg': 0.012, 'neu': 0.909, 'pos': 0.078, 'compound': 0.9042}","{'neg': 0.062, 'neu': 0.909, 'pos': 0.029, 'compound': -0.5244}",0.9042,-0.5244,-1.4285999999999999
380,cf0ee0015206fce56522c47c38fc9ba4898383a2,Use of zoom and U-Tube videos!,Most classes of hands-on-science could transitioned to online by using Youtube videos and experiment videos recorded on iPhone.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
382,b56d2a01bf5a133b7d90b4d2c12e8ea49f555372,"I changed as little as possible. I did live video classes with a virtual whiteboard, with recordings for those who could not attend. Assignments were unchanged except labs were done virtually. Exams were take-home, and about half of the class was reported for academic dishonesty.","Being able to teach in-person with streaming was much better than teaching all-online. The main benefit was the reduction in cheating. However, all students who failed were ones that streamed; mostly due to lack of continued engagement on their part (they stopped attending the synchronous sessions).","{'neg': 0.188, 'neu': 0.661, 'pos': 0.151, 'compound': -0.296}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.188, 'neu': 0.661, 'pos': 0.151, 'compound': -0.296}",0.0,-0.296,-0.296
395,0ee45bd13f479917769bb967abde6393b74075f0,"After limited experience with my own and my department colleagues' approaches to online teaching during the spring term, I have an ""emerging belief"" that synchronous meetings, despite concerns about being less flexible and/or equitable, are essential for securing and maintaining student engagement in learning.  I plan to incorporate a substantial synchronous component to any and all future online courses.","Through my experience teaching remote synchronous courses in Fall 2020, I now regard a few elements I felt were important previously to be even more important. 
1) Importance of creating and sustaining social connection within the class community.  This includes getting to know students, letting them get to know me, providing opportunities for them to get to know one another, responding to email promptly and in-depth, checking in with students about ""how things are going"", etc. 
2) Be flexible regarding course deadlines.  Display compassion for students who are struggling to meet course deadlines.
3) Trust students.  I mean regarding academic integrity.  But also talk to them about that explicitly.  
4) Be more willing to explore informal connections of the course content to interesting but perhaps only tangentially related issues.  These include physics content from somewhat outside the scope of the course, current events, students' non-physics academic interests.","{'neg': 0.012, 'neu': 0.858, 'pos': 0.13, 'compound': 0.8986}","{'neg': 0.031, 'neu': 0.828, 'pos': 0.141, 'compound': 0.701}","{'neg': 0.012, 'neu': 0.858, 'pos': 0.13, 'compound': 0.8986}",0.701,0.8986,0.1976
